N,f,omega,Re{D[N]},Im{D[N]},theta=0.31
21,5.50,34.56,0.96,0.50
22,5.75,36.13,0.97,0.63
23,6.00,37.70,0.98,0.77
24,6.25,39.27,1.00,0.95
25,6.50,40.84,1.02,1.17
26,6.75,42.41,1.06,1.47
27,7.00,43.98,1.13,1.90
28,7.25,45.55,1.28,2.62
29,7.50,47.12,1.66,4.20
30,7.75,48.69,4.25,12.74
31,8.00,50.27,-2.15,-5.94
N,omega,Re{D[N]},Im{D[N]},samples=64
0,0.05,0.31,3.35,0.00
1,0.10,0.63,3.68,0.77
2,0.15,0.94,5.29,2.27
3,0.20,1.26,25.32,17.05
4,0.25,1.57,-5.06,-4.86
5,0.30,1.88,-1.78,-2.36
6,0.35,2.20,-0.88,-1.61
7,0.40,2.51,-0.48,-1.23
8,0.45,2.83,-0.26,-1.00
9,0.50,3.14,-0.12,-0.84
10,0.55,3.46,-0.03,-0.73
11,0.60,3.77,0.04,-0.64
12,0.65,4.08,0.09,-0.56
13,0.70,4.40,0.12,-0.50
14,0.75,4.71,0.15,-0.45
15,0.80,5.03,0.17,-0.40
16,0.85,5.34,0.19,-0.36
17,0.90,5.65,0.21,-0.33
18,0.95,5.97,0.22,-0.30
19,1.00,6.28,0.23,-0.27
20,1.05,6.60,0.24,-0.24
21,1.10,6.91,0.24,-0.21
22,1.15,7.23,0.25,-0.19
23,1.20,7.54,0.25,-0.17
24,1.25,7.85,0.26,-0.15
25,1.30,8.17,0.26,-0.13
26,1.35,8.48,0.26,-0.11
27,1.40,8.80,0.27,-0.09
28,1.45,9.11,0.27,-0.07
29,1.50,9.42,0.27,-0.05
30,1.55,9.74,0.27,-0.03
31,1.60,10.05,0.27,-0.02
32,1.65,10.37,0.27,0.00
33,1.70,10.68,0.27,0.02
34,1.75,11.00,0.27,0.03
35,1.80,11.31,0.27,0.05
36,1.85,11.62,0.27,0.07
37,1.90,11.94,0.27,0.09
38,1.95,12.25,0.26,0.11
39,2.00,12.57,0.26,0.13
40,2.05,12.88,0.26,0.15
41,2.10,13.19,0.25,0.17
42,2.15,13.51,0.25,0.19
43,2.20,13.82,0.24,0.21
44,2.25,14.14,0.24,0.24
45,2.30,14.45,0.23,0.27
46,2.35,14.77,0.22,0.30
47,2.40,15.08,0.21,0.33
48,2.45,15.39,0.19,0.36
49,2.50,15.71,0.17,0.40
50,2.55,16.02,0.15,0.45
51,2.60,16.34,0.12,0.50
52,2.65,16.65,0.09,0.56
53,2.70,16.96,0.04,0.64
54,2.75,17.28,-0.03,0.73
55,2.80,17.59,-0.12,0.84
56,2.85,17.91,-0.26,1.00
57,2.90,18.22,-0.48,1.23
58,2.95,18.54,-0.88,1.61
59,3.00,18.85,-1.78,2.36
60,3.05,19.16,-5.06,4.86
61,3.10,19.48,25.32,-17.05
62,3.15,19.79,5.29,-2.27
63,3.20,20.11,3.68,-0.77
N,omega,Re{D[N]},Im{D[N]},samples=128
0,0.03,0.20,2.76,0.00
1,0.06,0.39,2.81,0.93
2,0.09,0.59,2.96,2.01
3,0.13,0.79,3.29,3.48
4,0.16,0.98,3.96,5.94
5,0.19,1.18,5.69,11.58
6,0.22,1.37,16.34,44.62
7,0.25,1.57,-8.64,-32.03
8,0.28,1.77,-2.44,-12.74
9,0.31,1.96,-1.03,-8.22
10,0.34,2.16,-0.41,-6.17
11,0.38,2.36,-0.07,-4.98
12,0.41,2.55,0.15,-4.20
13,0.44,2.75,0.29,-3.64
14,0.47,2.95,0.39,-3.22
15,0.50,3.14,0.47,-2.89
16,0.53,3.34,0.53,-2.62
17,0.56,3.53,0.58,-2.40
18,0.59,3.73,0.62,-2.21
19,0.63,3.93,0.65,-2.04
20,0.66,4.12,0.67,-1.90
21,0.69,4.32,0.70,-1.78
22,0.72,4.52,0.72,-1.66
23,0.75,4.71,0.73,-1.56
24,0.78,4.91,0.74,-1.47
25,0.81,5.11,0.76,-1.39
26,0.84,5.30,0.77,-1.31
27,0.88,5.50,0.78,-1.24
28,0.91,5.69,0.78,-1.17
29,0.94,5.89,0.79,-1.11
30,0.97,6.09,0.80,-1.06
31,1.00,6.28,0.80,-1.00
32,1.03,6.48,0.81,-0.95
33,1.06,6.68,0.81,-0.90
34,1.09,6.87,0.82,-0.86
35,1.13,7.07,0.82,-0.82
36,1.16,7.26,0.83,-0.77
37,1.19,7.46,0.83,-0.73
38,1.22,7.66,0.83,-0.70
39,1.25,7.85,0.83,-0.66
40,1.28,8.05,0.84,-0.63
41,1.31,8.25,0.84,-0.59
42,1.34,8.44,0.84,-0.56
43,1.38,8.64,0.84,-0.53
44,1.41,8.84,0.84,-0.50
45,1.44,9.03,0.85,-0.47
46,1.47,9.23,0.85,-0.44
47,1.50,9.42,0.85,-0.41
48,1.53,9.62,0.85,-0.39
49,1.56,9.82,0.85,-0.36
50,1.59,10.01,0.85,-0.33
51,1.63,10.21,0.85,-0.31
52,1.66,10.41,0.85,-0.28
53,1.69,10.60,0.85,-0.26
54,1.72,10.80,0.85,-0.23
55,1.75,11.00,0.86,-0.21
56,1.78,11.19,0.86,-0.18
57,1.81,11.39,0.86,-0.16
58,1.84,11.58,0.86,-0.14
59,1.88,11.78,0.86,-0.11
60,1.91,11.98,0.86,-0.09
61,1.94,12.17,0.86,-0.07
62,1.97,12.37,0.86,-0.05
63,2.00,12.57,0.86,-0.02
64,2.03,12.76,0.86,0.00
65,2.06,12.96,0.86,0.02
66,2.09,13.16,0.86,0.05
67,2.13,13.35,0.86,0.07
68,2.16,13.55,0.86,0.09
69,2.19,13.74,0.86,0.11
70,2.22,13.94,0.86,0.14
71,2.25,14.14,0.86,0.16
72,2.28,14.33,0.86,0.18
73,2.31,14.53,0.86,0.21
74,2.34,14.73,0.85,0.23
75,2.38,14.92,0.85,0.26
76,2.41,15.12,0.85,0.28
77,2.44,15.32,0.85,0.31
78,2.47,15.51,0.85,0.33
79,2.50,15.71,0.85,0.36
80,2.53,15.90,0.85,0.39
81,2.56,16.10,0.85,0.41
82,2.59,16.30,0.85,0.44
83,2.63,16.49,0.85,0.47
84,2.66,16.69,0.84,0.50
85,2.69,16.89,0.84,0.53
86,2.72,17.08,0.84,0.56
87,2.75,17.28,0.84,0.59
88,2.78,17.48,0.84,0.63
89,2.81,17.67,0.83,0.66
90,2.84,17.87,0.83,0.70
91,2.88,18.06,0.83,0.73
92,2.91,18.26,0.83,0.77
93,2.94,18.46,0.82,0.82
94,2.97,18.65,0.82,0.86
95,3.00,18.85,0.81,0.90
96,3.03,19.05,0.81,0.95
97,3.06,19.24,0.80,1.00
98,3.09,19.44,0.80,1.06
99,3.13,19.63,0.79,1.11
100,3.16,19.83,0.78,1.17
101,3.19,20.03,0.78,1.24
102,3.22,20.22,0.77,1.31
103,3.25,20.42,0.76,1.39
104,3.28,20.62,0.74,1.47
105,3.31,20.81,0.73,1.56
106,3.34,21.01,0.72,1.66
107,3.38,21.21,0.70,1.78
108,3.41,21.40,0.67,1.90
109,3.44,21.60,0.65,2.04
110,3.47,21.79,0.62,2.21
111,3.50,21.99,0.58,2.40
112,3.53,22.19,0.53,2.62
113,3.56,22.38,0.47,2.89
114,3.59,22.58,0.39,3.22
115,3.63,22.78,0.29,3.64
116,3.66,22.97,0.15,4.20
117,3.69,23.17,-0.07,4.98
118,3.72,23.37,-0.41,6.17
119,3.75,23.56,-1.03,8.22
120,3.78,23.76,-2.44,12.74
121,3.81,23.95,-8.64,32.03
122,3.84,24.15,16.34,-44.62
123,3.88,24.35,5.69,-11.58
124,3.91,24.54,3.96,-5.94
125,3.94,24.74,3.29,-3.48
126,3.97,24.94,2.96,-2.01
127,4.00,25.13,2.81,-0.93
N,omega,Re{D[N]},Im{D[N]},samples=256
0,0.02,0.10,-2.66,0.00
1,0.03,0.20,-2.68,0.17
2,0.05,0.29,-2.73,0.36
3,0.06,0.39,-2.83,0.55
4,0.08,0.49,-2.98,0.77
5,0.09,0.59,-3.20,1.02
6,0.11,0.69,-3.51,1.33
7,0.13,0.79,-3.95,1.73
8,0.14,0.88,-4.60,2.27
9,0.16,0.98,-5.62,3.07
10,0.17,1.08,-7.40,4.42
11,0.19,1.18,-11.21,7.24
12,0.20,1.28,-24.63,17.05
13,0.22,1.37,96.49,-70.91
14,0.23,1.47,15.79,-12.24
15,0.25,1.57,8.48,-6.88
16,0.27,1.67,5.75,-4.86
17,0.28,1.77,4.33,-3.80
18,0.30,1.87,3.47,-3.14
19,0.31,1.96,2.89,-2.69
20,0.33,2.06,2.47,-2.36
21,0.34,2.16,2.16,-2.10
22,0.36,2.26,1.92,-1.90
23,0.38,2.36,1.73,-1.74
24,0.39,2.45,1.57,-1.61
25,0.41,2.55,1.45,-1.49
26,0.42,2.65,1.34,-1.39
27,0.44,2.75,1.25,-1.31
28,0.45,2.85,1.17,-1.23
29,0.47,2.95,1.10,-1.16
30,0.48,3.04,1.04,-1.10
31,0.50,3.14,0.99,-1.05
32,0.52,3.24,0.95,-1.00
33,0.53,3.34,0.91,-0.96
34,0.55,3.44,0.87,-0.92
35,0.56,3.53,0.84,-0.88
36,0.58,3.63,0.81,-0.84
37,0.59,3.73,0.78,-0.81
38,0.61,3.83,0.76,-0.78
39,0.63,3.93,0.74,-0.75
40,0.64,4.03,0.72,-0.73
41,0.66,4.12,0.70,-0.70
42,0.67,4.22,0.68,-0.68
43,0.69,4.32,0.67,-0.66
44,0.70,4.42,0.65,-0.64
45,0.72,4.52,0.64,-0.62
46,0.73,4.61,0.63,-0.60
47,0.75,4.71,0.61,-0.58
48,0.77,4.81,0.60,-0.56
49,0.78,4.91,0.59,-0.55
50,0.80,5.01,0.58,-0.53
51,0.81,5.11,0.58,-0.51
52,0.83,5.20,0.57,-0.50
53,0.84,5.30,0.56,-0.49
54,0.86,5.40,0.55,-0.47
55,0.88,5.50,0.55,-0.46
56,0.89,5.60,0.54,-0.45
57,0.91,5.69,0.53,-0.44
58,0.92,5.79,0.53,-0.42
59,0.94,5.89,0.52,-0.41
60,0.95,5.99,0.52,-0.40
61,0.97,6.09,0.51,-0.39
62,0.98,6.19,0.51,-0.38
63,1.00,6.28,0.50,-0.37
64,1.02,6.38,0.50,-0.36
65,1.03,6.48,0.50,-0.35
66,1.05,6.58,0.49,-0.35
67,1.06,6.68,0.49,-0.34
68,1.08,6.77,0.49,-0.33
69,1.09,6.87,0.48,-0.32
70,1.11,6.97,0.48,-0.31
71,1.13,7.07,0.48,-0.30
72,1.14,7.17,0.47,-0.30
73,1.16,7.26,0.47,-0.29
74,1.17,7.36,0.47,-0.28
75,1.19,7.46,0.47,-0.27
76,1.20,7.56,0.46,-0.27
77,1.22,7.66,0.46,-0.26
78,1.23,7.76,0.46,-0.25
79,1.25,7.85,0.46,-0.25
80,1.27,7.95,0.46,-0.24
81,1.28,8.05,0.45,-0.23
82,1.30,8.15,0.45,-0.23
83,1.31,8.25,0.45,-0.22
84,1.33,8.34,0.45,-0.21
85,1.34,8.44,0.45,-0.21
86,1.36,8.54,0.45,-0.20
87,1.38,8.64,0.44,-0.20
88,1.39,8.74,0.44,-0.19
89,1.41,8.84,0.44,-0.19
90,1.42,8.93,0.44,-0.18
91,1.44,9.03,0.44,-0.17
92,1.45,9.13,0.44,-0.17
93,1.47,9.23,0.44,-0.16
94,1.48,9.33,0.44,-0.16
95,1.50,9.42,0.44,-0.15
96,1.52,9.52,0.43,-0.15
97,1.53,9.62,0.43,-0.14
98,1.55,9.72,0.43,-0.14
99,1.56,9.82,0.43,-0.13
100,1.58,9.92,0.43,-0.13
101,1.59,10.01,0.43,-0.12
102,1.61,10.11,0.43,-0.12
103,1.63,10.21,0.43,-0.11
104,1.64,10.31,0.43,-0.11
105,1.66,10.41,0.43,-0.10
106,1.67,10.50,0.43,-0.10
107,1.69,10.60,0.43,-0.09
108,1.70,10.70,0.43,-0.09
109,1.72,10.80,0.43,-0.08
110,1.73,10.90,0.42,-0.08
111,1.75,11.00,0.42,-0.08
112,1.77,11.09,0.42,-0.07
113,1.78,11.19,0.42,-0.07
114,1.80,11.29,0.42,-0.06
115,1.81,11.39,0.42,-0.06
116,1.83,11.49,0.42,-0.05
117,1.84,11.58,0.42,-0.05
118,1.86,11.68,0.42,-0.04
119,1.88,11.78,0.42,-0.04
120,1.89,11.88,0.42,-0.03
121,1.91,11.98,0.42,-0.03
122,1.92,12.08,0.42,-0.03
123,1.94,12.17,0.42,-0.02
124,1.95,12.27,0.42,-0.02
125,1.97,12.37,0.42,-0.01
126,1.98,12.47,0.42,-0.01
127,2.00,12.57,0.42,-0.00
128,2.02,12.66,0.42,0.00
129,2.03,12.76,0.42,0.00
130,2.05,12.86,0.42,0.01
131,2.06,12.96,0.42,0.01
132,2.08,13.06,0.42,0.02
133,2.09,13.16,0.42,0.02
134,2.11,13.25,0.42,0.03
135,2.13,13.35,0.42,0.03
136,2.14,13.45,0.42,0.03
137,2.16,13.55,0.42,0.04
138,2.17,13.65,0.42,0.04
139,2.19,13.74,0.42,0.05
140,2.20,13.84,0.42,0.05
141,2.22,13.94,0.42,0.06
142,2.23,14.04,0.42,0.06
143,2.25,14.14,0.42,0.07
144,2.27,14.24,0.42,0.07
145,2.28,14.33,0.42,0.08
146,2.30,14.43,0.42,0.08
147,2.31,14.53,0.43,0.08
148,2.33,14.63,0.43,0.09
149,2.34,14.73,0.43,0.09
150,2.36,14.82,0.43,0.10
151,2.38,14.92,0.43,0.10
152,2.39,15.02,0.43,0.11
153,2.41,15.12,0.43,0.11
154,2.42,15.22,0.43,0.12
155,2.44,15.32,0.43,0.12
156,2.45,15.41,0.43,0.13
157,2.47,15.51,0.43,0.13
158,2.48,15.61,0.43,0.14
159,2.50,15.71,0.43,0.14
160,2.52,15.81,0.43,0.15
161,2.53,15.90,0.44,0.15
162,2.55,16.00,0.44,0.16
163,2.56,16.10,0.44,0.16
164,2.58,16.20,0.44,0.17
165,2.59,16.30,0.44,0.17
166,2.61,16.40,0.44,0.18
167,2.63,16.49,0.44,0.18
168,2.64,16.59,0.44,0.19
169,2.66,16.69,0.44,0.20
170,2.67,16.79,0.45,0.20
171,2.69,16.89,0.45,0.21
172,2.70,16.98,0.45,0.21
173,2.72,17.08,0.45,0.22
174,2.73,17.18,0.45,0.23
175,2.75,17.28,0.45,0.23
176,2.77,17.38,0.46,0.24
177,2.78,17.48,0.46,0.25
178,2.80,17.57,0.46,0.25
179,2.81,17.67,0.46,0.26
180,2.83,17.77,0.46,0.27
181,2.84,17.87,0.47,0.27
182,2.86,17.97,0.47,0.28
183,2.88,18.06,0.47,0.29
184,2.89,18.16,0.47,0.30
185,2.91,18.26,0.48,0.30
186,2.92,18.36,0.48,0.31
187,2.94,18.46,0.48,0.32
188,2.95,18.56,0.49,0.33
189,2.97,18.65,0.49,0.34
190,2.98,18.75,0.49,0.35
191,3.00,18.85,0.50,0.35
192,3.02,18.95,0.50,0.36
193,3.03,19.05,0.50,0.37
194,3.05,19.14,0.51,0.38
195,3.06,19.24,0.51,0.39
196,3.08,19.34,0.52,0.40
197,3.09,19.44,0.52,0.41
198,3.11,19.54,0.53,0.42
199,3.13,19.63,0.53,0.44
200,3.14,19.73,0.54,0.45
201,3.16,19.83,0.55,0.46
202,3.17,19.93,0.55,0.47
203,3.19,20.03,0.56,0.49
204,3.20,20.13,0.57,0.50
205,3.22,20.22,0.58,0.51
206,3.23,20.32,0.58,0.53
207,3.25,20.42,0.59,0.55
208,3.27,20.52,0.60,0.56
209,3.28,20.62,0.61,0.58
210,3.30,20.71,0.63,0.60
211,3.31,20.81,0.64,0.62
212,3.33,20.91,0.65,0.64
213,3.34,21.01,0.67,0.66
214,3.36,21.11,0.68,0.68
215,3.38,21.21,0.70,0.70
216,3.39,21.30,0.72,0.73
217,3.41,21.40,0.74,0.75
218,3.42,21.50,0.76,0.78
219,3.44,21.60,0.78,0.81
220,3.45,21.70,0.81,0.84
221,3.47,21.79,0.84,0.88
222,3.48,21.89,0.87,0.92
223,3.50,21.99,0.91,0.96
224,3.52,22.09,0.95,1.00
225,3.53,22.19,0.99,1.05
226,3.55,22.29,1.04,1.10
227,3.56,22.38,1.10,1.16
228,3.58,22.48,1.17,1.23
229,3.59,22.58,1.25,1.31
230,3.61,22.68,1.34,1.39
231,3.63,22.78,1.45,1.49
232,3.64,22.87,1.57,1.61
233,3.66,22.97,1.73,1.74
234,3.67,23.07,1.92,1.90
235,3.69,23.17,2.16,2.10
236,3.70,23.27,2.47,2.36
237,3.72,23.37,2.89,2.69
238,3.73,23.46,3.47,3.14
239,3.75,23.56,4.33,3.80
240,3.77,23.66,5.75,4.86
241,3.78,23.76,8.48,6.88
242,3.80,23.86,15.79,12.24
243,3.81,23.95,96.49,70.91
244,3.83,24.05,-24.63,-17.05
245,3.84,24.15,-11.21,-7.24
246,3.86,24.25,-7.40,-4.42
247,3.88,24.35,-5.62,-3.07
248,3.89,24.45,-4.60,-2.27
249,3.91,24.54,-3.95,-1.73
250,3.92,24.64,-3.51,-1.33
251,3.94,24.74,-3.20,-1.02
252,3.95,24.84,-2.98,-0.77
253,3.97,24.94,-2.83,-0.55
254,3.98,25.03,-2.73,-0.36
255,4.00,25.13,-2.68,-0.17
